antaha, ᠠᠨᡨᠠᡥᠠ
hoošan, ᡥᠣᠣᡧᠠᠨ
behe, ᠪᡝᡥᡝ
hūdun, ᡥᡡᡩᡠᠨ
tohon, ᡨᠣᡥᠣᠨ
tulhun, ᡨᡠᠯᡥᡠᠨ
asihan, ᠠᠰᡳᡥᠠᠨ
fodoho, ᡶᠣᡩᠣᡥᠣ
talman, ᡨᠠᠯᠮᠠᠨ
adarame, ᠠᡩᠠᡵᠠᠮᡝ
goro, ᡤᠣᡵᠣ
jaka, ᠵᠠᡴᠠ
udu, ᡠᡩᡠ
we, ᠸᡝ
nioron, ᠨᡳᠣᡵᠣᠨ
sain, ᠰᠠᡳᠨ
Sain, ᠰᠠᡳᠨ
boco, ᠪᠣᠴᠣ
bosho, ᠪᠣᠰᡥᠣ
ai, ᠠᡳ
sakda, ᠰᠠᡴᡩᠠ
Sakda, ᠰᠠᡴᡩᠠ
sini, ᠰᡳᠨᡳ
ja, ᠵᠠ
turi, ᡨᡠᡵᡳ
mangga, ᠮᠠᠩᡤᠠ
sacima, ᠰᠠᠴᡳᠮᠠ
bithesi, ᠪᡳᡨᡥᡝᠰᡳ
kara, ᡴᠠᡵᠠ
konggoro, ᡴᠣᠩᡤᠣᡵᠣ
šeyen, ᡧᡝᠶᡝᠨ
šaburu, ᡧᠠᠪᡠᡵᡠ
lamukan, ᠯᠠᠮᡠᡴᠠᠨ
haksan, ᡥᠠᡴᠰᠠᠨ
ya, ᠶᠠ
gohon, ᡤᠣᡥᠣᠨ
yoose, ᠶᠣᠣᠰᡝ
suhun, ᠰᡠᡥᡠᠨ
jamu, ᠵᠠᠮᡠ
jerde, ᠵᡝᡵᡩᡝ
fahala, ᡶᠠᡥᠠᠯᠠ
fila, ᡶᡳᠯᠠ
yerhuwe, ᠶᡝᡵᡥᡠᠸᡝ
hūntahan, ᡥᡡᠨᡨᠠᡥᠠᠨ
fomoci, ᡶᠣᠮᠣᠴᡳ
sanca, ᠰᠠᠨᠴᠠ
šulhe, ᡧᡠᠯᡥᡝ
dorgon, ᡩᠣᡵᡤᠣᠨ
langgū, ᠯᠠᠩᡤᡡ
je, ᠵᡝ
moro, ᠮᠣᡵᠣ
anakū, ᠠᠨᠠᡴᡡ
ijifun, ᡳᠵᡳᡶᡠᠨ
undehen, ᡠᠨᡩᡝᡥᡝᠨ
saksaha, ᠰᠠᡴᠰᠠᡥᠠ
yengguhe, ᠶᡝᠩᡤᡠᡥᡝ
temen, ᡨᡝᠮᡝᠨ
temeri, ᡨᡝᠮᡝᡵᡳ
deretu, ᡩᡝᡵᡝᡨᡠ
dungga, ᡩᡠᠩᡤᠠ
elden, ᡝᠯᡩᡝᠨ
Elden, ᡝᠯᡩᡝᠨ
huwesi, ᡥᡠᠸᡝᠰᡳ
taigiyan, ᡨᠠᡳᡤᡳᠶᠠᠨ
sufan, ᠰᡠᡶᠠᠨ
hasaha, ᡥᠠᠰᠠᡥᠠ
hūwangdi, ᡥᡡᠸᠠᠩᡩᡳ
waidakū, ᠸᠠᡳᡩᠠᡴᡡ
alikū, ᠠᠯᡳᡴᡡ
sishe, ᠰᡳᠰᡥᡝ
sengge, ᠰᡝᠩᡤᡝ
sijigiyan, ᠰᡳᠵᡳᡤᡳᠶᠠᠨ
enduri, ᡝᠨᡩᡠᡵᡳ
abkai ejen, ᠠᠪᡴᠠᡳ ᡝᠵᡝᠨ
hūsihan, ᡥᡡᠰᡳᡥᠠᠨ
eshun, ᡝᠰᡥᡠᠨ
ergen, ᡝᡵᡤᡝᠨ
cibin, ᠴᡳᠪᡳᠨ
gala, ᡤᠠᠯᠠ
fulhū, ᡶᡠᠯᡥᡡ
oyo, ᠣᠶᠣ
sejen, ᠰᡝᠵᡝᠨ
monggo boo, ᠮᠣᠩᡤᠣ ᠪᠣᠣ
suhe, ᠰᡠᡥᡝ
asu, ᠠᠰᡠ
buleku, ᠪᡠᠯᡝᡴᡠ
saca, ᠰᠠᠴᠠ
hoto, ᡥᠣᡨᠣ
daifu, ᡩᠠᡳᡶᡠ
jilgan, ᠵᡳᠯᡤᠠᠨ
aha, ᠠᡥᠠ
amala, ᠠᠮᠠᠯᠠ
nicuhe, ᠨᡳᠴᡠᡥᡝ
hashū, ᡥᠠᠰᡥᡡ
ici, ᡳᠴᡳ
dehema, ᡩᡝᡥᡝᠮᠠ
gu, ᡤᡠ
cooha, ᠴᠣᠣᡥᠠ
dulimba, ᡩᡠᠯᡳᠮᠪᠠ
julergi, ᠵᡠᠯᡝᡵᡤᡳ
wargi, ᠸᠠᡵᡤᡳ
nece, ᠨᡝᠴᡝ
neye, ᠨᡝᠶᡝ
baša, ᠪᠠᡧᠠ
asihan sargan, ᠠᠰᡳᡥᠠᠨ ᠰᠠᡵᡤᠠᠨ
hūwangheo, ᡥᡡᠸᠠᠩᡥᡝᠣ
gufu, ᡤᡠᡶᡠ
ambuma, ᠠᠮᠪᡠᠮᠠ
keke, ᡴᡝᡴᡝ
berhu, ᠪᡝᡵᡥᡠ
ahūngga jui, ᠠᡥᡡᠩᡤᠠ ᠵᡠᡳ
jalahi jui, ᠵᠠᠯᠠᡥᡳ ᠵᡠᡳ
dabkūri omolo, ᡩᠠᠪᡴᡡᡵᡳ ᠣᠮᠣᠯᠣ
ina, ᡳᠨᠠ
hojihon, ᡥᠣᠵᡳᡥᠣᠨ
dancan, ᡩᠠᠨᠴᠠᠨ
guweleku, ᡤᡠᠸᡝᠯᡝᡴᡠ
naya, ᠨᠠᠶᠠ
goro omolo, ᡤᠣᡵᠣ ᠣᠮᠣᠯᠣ
soncoho, ᠰᠣᠨᠴᠣᡥᠣ
omolo sargan jui, ᠣᠮᠣᠯᠣ ᠰᠠᡵᡤᠠᠨ ᠵᡠᡳ
amha, ᠠᠮᡥᠠ
naca, ᠨᠠᠴᠠ
jalahi urun, ᠵᠠᠯᠠᡥᡳ ᡠᡵᡠᠨ
ina sargan jui, ᡳᠨᠠ ᠰᠠᡵᡤᠠᠨ ᠵᡠᡳ
emhe, ᡝᠮᡥᡝ
hergen, ᡥᡝᡵᡤᡝᠨ
jalahi sargan jui, ᠵᠠᠯᠠᡥᡳ ᠰᠠᡵᡤᠠᠨ ᠵᡠᡳ
ulme, ᡠᠯᠮᡝ
nikan hergen, ᠨᡳᡴᠠᠨ ᡥᡝᡵᡤᡝᠨ
nikan gisun, ᠨᡳᡴᠠᠨ ᡤᡳᠰᡠᠨ
heye, ᡥᡝᠶᡝ
fulenggi, ᡶᡠᠯᡝᠩᡤᡳ
ambu, ᠠᠮᠪᡠ
yaha, ᠶᠠᡥᠠ
yasai muke, ᠶᠠᠰᠠᡳ ᠮᡠᡴᡝ
namu ulgiyan, ᠨᠠᠮᡠ ᡠᠯᡤᡳᠶᠠᠨ
ulme hūlhatu, ᡠᠯᠮᡝ ᡥᡡᠯᡥᠠᡨᡠ
ge, ᡤᡝ
use, ᡠᠰᡝ
age, ᠠᡤᡝ
ibiyaha, ᡳᠪᡳᠶᠠᡥᠠ
giran, ᡤᡳᡵᠠᠨ
mala, ᠮᠠᠯᠠ
tungken, ᡨᡠᠩᡴᡝᠨ
weile, ᠸᡝᡳᠯᡝ
fifan, ᡶᡳᡶᠠᠨ
tenggeri, ᡨᡝᠩᡤᡝᡵᡳ
ficakū, ᡶᡳᠴᠠᡴᡡ
yatuhan, ᠶᠠᡨᡠᡥᠠᠨ
yafan, ᠶᠠᡶᠠᠨ
bileri, ᠪᡳᠯᡝᡵᡳ
folho, ᡶᠣᠯᡥᠣ
kumun, ᡴᡠᠮᡠᠨ
geren fila, ᡤᡝᡵᡝᠨ ᡶᡳᠯᠠ
toksitu, ᡨᠣᡴᠰᡳᡨᡠ
juwerge, ᠵᡠᠸᡝᡵᡤᡝ
homin, ᡥᠣᠮᡳᠨ
onggocon, ᠣᠩᡤᠣᠴᠣᠨ
hetu ficakū, ᡥᡝᡨᡠ ᡶᡳᠴᠠᡴᡡ
tatuhan, ᡨᠠᡨᡠᡥᠠᠨ
šetuhen, ᡧᡝᡨᡠᡥᡝᠨ
carki, ᠴᠠᡵᡴᡳ
defu, ᡩᡝᡶᡠ
baksangga ficakū, ᠪᠠᡴᠰᠠᠩᡤᠠ ᡶᡳᠴᠠᡴᡡ
doohan, ᡩᠣᠣᡥᠠᠨ
saman, ᠰᠠᠮᠠᠨ
uksura, ᡠᡴᠰᡠᡵᠠ
eye, ᡝᠶᡝ
enen, ᡝᠨᡝᠨ
elben, ᡝᠯᠪᡝᠨ
dogon, ᡩᠣᡤᠣᠨ
fafun, ᡶᠠᡶᡠᠨ
fei, ᡶᡝᡳ
ucun, ᡠᠴᡠᠨ
fayangga, ᡶᠠᠶᠠᠩᡤᠠ
dengjan, ᡩᡝᠩᠵᠠᠨ
huwešen, ᡥᡠᠸᡝᡧᡝᠨ
fucihi, ᡶᡠᠴᡳᡥᡳ
birgan, ᠪᡳᡵᡤᠠᠨ
non ula, ᠨᠣᠨ ᡠᠯᠠ
omo, ᠣᠮᠣ
eyen, ᡝᠶᡝᠨ
sunggari bira, ᠰᡠᠩᡤᠠᡵᡳ ᠪᡳᡵᠠ
yuwan, ᠶᡠᠸᠠᠨ
gebu hala, ᡤᡝᠪᡠ ᡥᠠᠯᠠ
hala, ᡥᠠᠯᠠ
hafan, ᡥᠠᡶᠠᠨ
fusa, ᡶᡠᠰᠠ
jiyanggiyūn, ᠵᡳᠶᠠᠩᡤᡳᠶᡡᠨ
eifu, ᡝᡳᡶᡠ
hobo, ᡥᠣᠪᠣ
hūwašan, ᡥᡡᠸᠠᡧᠠᠨ
feye, ᡶᡝᠶᡝ
golmin šanyan alin, ᡤᠣᠯᠮᡳᠨ ᡧᠠᠨᠶᠠᠨ ᠠᠯᡳᠨ
ningguta, ᠨᡳᠩᡤᡠᡨᠠ
doose, ᡩᠣᠣᠰᡝ
bei, ᠪᡝᡳ
sunggari ula, ᠰᡠᠩᡤᠠᡵᡳ ᡠᠯᠠ
erun, ᡝᡵᡠᠨ
golmin šanggiyan alin, ᡤᠣᠯᠮᡳᠨ ᡧᠠᠩᡤᡳᠶᠠᠨ ᠠᠯᡳᠨ
ala, ᠠᠯᠠ
futa, ᡶᡠᡨᠠ
buraki, ᠪᡠᡵᠠᡴᡳ
cihe, ᠴᡳᡥᡝ
tenggin, ᡨᡝᠩᡤᡳᠨ
fangkala, ᡶᠠᠩᡴᠠᠯᠠ
jiramin, ᠵᡳᡵᠠᠮᡳᠨ
forgon, ᡶᠣᡵᡤᠣᠨ
duin forgon, ᡩᡠᡳᠨ ᡶᠣᡵᡤᠣᠨ
kandahan, ᡴᠠᠨᡩᠠᡥᠠᠨ
onco, ᠣᠨᠴᠣ
se, ᠰᡝ
jušun, ᠵᡠᡧᡠᠨ
yarha, ᠶᠠᡵᡥᠠ
isheliyen, ᡳᠰᡥᡝᠯᡳᠶᡝᠨ
tarhūn, ᡨᠠᡵᡥᡡᠨ
ujen, ᡠᠵᡝᠨ
nekeliyen, ᠨᡝᡴᡝᠯᡳᠶᡝᠨ
funggaha, ᡶᡠᠩᡤᠠᡥᠠ
sabula, ᠰᠠᠪᡠᠯᠠ
tura, ᡨᡠᡵᠠ
tonggo, ᡨᠣᠩᡤᠣ
narhūn duha, ᠨᠠᡵᡥᡡᠨ ᡩᡠᡥᠠ
muwa duha, ᠮᡠᠸᠠ ᡩᡠᡥᠠ
muwa, ᠮᡠᠸᠠ
turakū, ᡨᡠᡵᠠᡴᡡ
sihin, ᠰᡳᡥᡳᠨ
hecen, ᡥᡝᠴᡝᠨ
dalin, ᡩᠠᠯᡳᠨ
dethe, ᡩᡝᡨᡥᡝ
manda, ᠮᠠᠨᡩᠠ
gemun, ᡤᡝᠮᡠᠨ
mukūn, ᠮᡠᡴᡡᠨ
sekiyen, ᠰᡝᡴᡳᠶᡝᠨ
gemun hecen, ᡤᡝᠮᡠᠨ ᡥᡝᠴᡝᠨ
narhūn, ᠨᠠᡵᡥᡡᠨ
bulukan, ᠪᡠᠯᡠᡴᠠᠨ
subarhan, ᠰᡠᠪᠠᡵᡥᠠᠨ
uhuken, ᡠᡥᡠᡴᡝᠨ
hatuhūn, ᡥᠠᡨᡠᡥᡡᠨ
jancuhūn, ᠵᠠᠨᠴᡠᡥᡡᠨ
serguwen, ᠰᡝᡵᡤᡠᠸᡝᠨ
fekcuhun, ᡶᡝᡴᠴᡠᡥᡠᠨ
uksun, ᡠᡴᠰᡠᠨ
cira, ᠴᡳᡵᠠ
micihiyan, ᠮᡳᠴᡳᡥᡳᠶᠠᠨ
wangga, ᠸᠠᠩᡤᠠ
beikuwen, ᠪᡝᡳᡴᡠᠸᡝᠨ
hanci, ᡥᠠᠨᠴᡳ
feniyen, ᡶᡝᠨᡳᠶᡝᠨ
šumin, ᡧᡠᠮᡳᠨ
mulan, ᠮᡠᠯᠠᠨ
fe, ᡶᡝ
ise, ᡳᠰᡝ
wahūn, ᠸᠠᡥᡡᠨ
furgin, ᡶᡠᡵᡤᡳᠨ
nikeku mulan, ᠨᡳᡴᡝᡴᡠ ᠮᡠᠯᠠᠨ
gosihon, ᡤᠣᠰᡳᡥᠣᠨ
jušuhun, ᠵᡠᡧᡠᡥᡠᠨ
cananggi, ᠴᠠᠨᠠᠩᡤᡳ
bilten, ᠪᡳᠯᡨᡝᠨ
amtangga, ᠠᠮᡨᠠᠩᡤᠠ
hutu, ᡥᡠᡨᡠ
hūwa, ᡥᡡᠸᠠ
jecen, ᠵᡝᠴᡝᠨ
ehe, ᡝᡥᡝ
amtan, ᠠᠮᡨᠠᠨ
fonjin, ᡶᠣᠨᠵᡳᠨ
wa, ᠸᠠ
dolo, ᡩᠣᠯᠣ
tumin, ᡨᡠᠮᡳᠨ
tahi, ᡨᠠᡥᡳ
dahan, ᡩᠠᡥᠠᠨ
aduci, ᠠᡩᡠᠴᡳ
ice jecen, ᡳᠴᡝ ᠵᡝᠴᡝᠨ
cifenggu, ᠴᡳᡶᡝᠩᡤᡠ
niman, ᠨᡳᠮᠠᠨ
silenggi, ᠰᡳᠯᡝᠩᡤᡳ
gurjen, ᡤᡠᡵᠵᡝᠨ
fulehe, ᡶᡠᠯᡝᡥᡝ
umiyaha, ᡠᠮᡳᠶᠠᡥᠠ
biyangsikū, ᠪᡳᠶᠠᠩᠰᡳᡴᡡ
yonggan, ᠶᠣᠩᡤᠠᠨ
heliyen, ᡥᡝᠯᡳᠶᡝᠨ
sebseheri, ᠰᡝᠪᠰᡝᡥᡝᡵᡳ
beten, ᠪᡝᡨᡝᠨ
hese, ᡥᡝᠰᡝ
sarpa, ᠰᠠᡵᡦᠠ
šešeri umiyaha, ᡧᡝᡧᡝᡵᡳ ᡠᠮᡳᠶᠠᡥᠠ
ancun umiyaha, ᠠᠨᠴᡠᠨ ᡠᠮᡳᠶᠠᡥᠠ
seke, ᠰᡝᡴᡝ
niolhun, ᠨᡳᠣᠯᡥᡠᠨ
omšon, ᠣᠮᡧᠣᠨ
suwayan solohi, ᠰᡠᠸᠠᠶᠠᠨ ᠰᠣᠯᠣᡥᡳ
sihakū, ᠰᡳᡥᠠᡴᡡ
aša, ᠠᡧᠠ
jorgon, ᠵᠣᡵᡤᠣᠨ
mujuhu, ᠮᡠᠵᡠᡥᡠ
juwali, ᠵᡠᠸᠠᠯᡳ
yekserhen, ᠶᡝᡴᠰᡝᡵᡥᡝᠨ
koki, ᡴᠣᡴᡳ
erhe, ᡝᡵᡥᡝ
sube, ᠰᡠᠪᡝ
ferehe singgeri, ᡶᡝᡵᡝᡥᡝ ᠰᡳᠩᡤᡝᡵᡳ
cirku, ᠴᡳᡵᡴᡠ
uyašan, ᡠᠶᠠᡧᠠᠨ
hardakū, ᡥᠠᡵᡩᠠᡴᡡ
ashangga singgeri, ᠠᠰᡥᠠᠩᡤᠠ ᠰᡳᠩᡤᡝᡵᡳ
sišargan, ᠰᡳᡧᠠᡵᡤᠠᠨ
halba, ᡥᠠᠯᠪᠠ
šorho, ᡧᠣᡵᡥᠣ
tojin, ᡨᠣᠵᡳᠨ
mihan, ᠮᡳᡥᠠᠨ
alajan, ᠠᠯᠠᠵᠠᠨ
boljon, ᠪᠣᠯᠵᠣᠨ
aidagan, ᠠᡳᡩᠠᡤᠠᠨ
mehen, ᠮᡝᡥᡝᠨ
mehejen, ᠮᡝᡥᡝᠵᡝᠨ
buka, ᠪᡠᡴᠠ
cecike, ᠴᡝᠴᡳᡴᡝ
buca, ᠪᡠᠴᠠ
yelu, ᠶᡝᠯᡠ
muhu, ᠮᡠᡥᡠ
munggan, ᠮᡠᠩᡤᠠᠨ
fajukū, ᡶᠠᠵᡠᡴᡡ
soison, ᠰᠣᡳᠰᠣᠨ
olbo, ᠣᠯᠪᠣ
imahū, ᡳᠮᠠᡥᡡ
mursa, ᠮᡠᡵᠰᠠ
fusheku, ᡶᡠᠰᡥᡝᡴᡠ
iseleku umiyaha, ᡳᠰᡝᠯᡝᡴᡠ ᡠᠮᡳᠶᠠᡥᠠ
hiyese, ᡥᡳᠶᡝᠰᡝ
handu, ᡥᠠᠨᡩᡠ
nomun, ᠨᠣᠮᡠᠨ
ihasi, ᡳᡥᠠᠰᡳ
fon, ᡶᠣᠨ
juciba, ᠵᡠᠴᡳᠪᠠ
etuku adu, ᡝᡨᡠᡴᡠ ᠠᡩᡠ
jaksan, ᠵᠠᡴᠰᠠᠨ
saifi, ᠰᠠᡳᡶᡳ
uihe, ᡠᡳᡥᡝ
jorgon inenggi, ᠵᠣᡵᡤᠣᠨ ᡳᠨᡝᠩᡤᡳ
ujan, ᡠᠵᠠᠨ
oron buhū, ᠣᡵᠣᠨ ᠪᡠᡥᡡ
huren, ᡥᡠᡵᡝᠨ
turga, ᡨᡠᡵᡤᠠ
derhi, ᡩᡝᡵᡥᡳ
gio, ᡤᡳᠣ
hunio, ᡥᡠᠨᡳᠣ
enihen, ᡝᠨᡳᡥᡝᠨ
eniyehen, ᡝᠨᡳᠶᡝᡥᡝᠨ
helmen, ᡥᡝᠯᠮᡝᠨ
sangguji, ᠰᠠᠩᡤᡠᠵᡳ
umiyesun, ᡠᠮᡳᠶᡝᠰᡠᠨ
ayan dengjan, ᠠᠶᠠᠨ ᡩᡝᠩᠵᠠᠨ
uše, ᡠᡧᡝ
šancin, ᡧᠠᠨᠴᡳᠨ
horho, ᡥᠣᡵᡥᠣ
horin, ᡥᠣᡵᡳᠨ
sengkule, ᠰᡝᠩᡴᡠᠯᡝ
ayan, ᠠᠶᠠᠨ
efen, ᡝᡶᡝᠨ
gūngkan, ᡤᡡᠩᡴᠠᠨ
hacin, ᡥᠠᠴᡳᠨ
ordo, ᠣᡵᡩᠣ
weihuken, ᠸᡝᡳᡥᡠᡴᡝᠨ
nitan, ᠨᡳᡨᠠᠨ
amargi, ᠠᠮᠠᡵᡤᡳ
suilan, ᠰᡠᡳᠯᠠᠨ
šešempe, ᡧᡝᡧᡝᠮᡦᡝ
binggiya, ᠪᡳᠩᡤᡳᠶᠠ
taman, ᡨᠠᠮᠠᠨ
kuku, ᡴᡠᡴᡠ
amila, ᠠᠮᡳᠯᠠ
emile coko, ᡝᠮᡳᠯᡝ ᠴᠣᡴᠣ
sara, ᠰᠠᡵᠠ
emile, ᡝᠮᡳᠯᡝ
kangsiri, ᡴᠠᠩᠰᡳᡵᡳ
sirge, ᠰᡳᡵᡤᡝ
ajirgan, ᠠᠵᡳᡵᡤᠠᠨ
ton, ᡨᠣᠨ
farhūn, ᡶᠠᡵᡥᡡᠨ
genggiyen, ᡤᡝᠩᡤᡳᠶᡝᠨ
hūrhan, ᡥᡡᡵᡥᠠᠨ
gehun, ᡤᡝᡥᡠᠨ
uniyen, ᡠᠨᡳᠶᡝᠨ
taibu, ᡨᠠᡳᠪᡠ
niyahan, ᠨᡳᠶᠠᡥᠠᠨ
lorin, ᠯᠣᡵᡳᠨ
guilehe, ᡤᡠᡳᠯᡝᡥᡝ
kubu, ᡴᡠᠪᡠ
foyoro, ᡶᠣᠶᠣᡵᠣ
garudai, ᡤᠠᡵᡠᡩᠠᡳ
delun, ᡩᡝᠯᡠᠨ
ara, ᠠᡵᠠ
jung, ᠵᡠᠩ
orhoda, ᠣᡵᡥᠣᡩᠠ
adu, ᠠᡩᡠ
amila coko, ᠠᠮᡳᠯᠠ ᠴᠣᡴᠣ
gerudei, ᡤᡝᡵᡠᡩᡝᡳ
biyoo umiyaha, ᠪᡳᠶᠣᠣ ᡠᠮᡳᠶᠠᡥᠠ
ira, ᡳᡵᠠ
arfa, ᠠᡵᡶᠠ
jancuhūnje, ᠵᠠᠨᠴᡠᡥᡡᠨᠵᡝ
fatan, ᡶᠠᡨᠠᠨ
midaha, ᠮᡳᡩᠠᡥᠠ
mere, ᠮᡝᡵᡝ
ilmaha, ᡳᠯᠮᠠᡥᠠ
ninggu, ᠨᡳᠩᡤᡠ
hailun, ᡥᠠᡳᠯᡠᠨ
hengke, ᡥᡝᠩᡴᡝ
cirku hengke, ᠴᡳᡵᡴᡠ ᡥᡝᠩᡴᡝ
soro, ᠰᠣᡵᠣ
esihe, ᡝᠰᡳᡥᡝ
šakšaha, ᡧᠠᡴᡧᠠᡥᠠ
baramida, ᠪᠠᡵᠠᠮᡳᡩᠠ
gise, ᡤᡳᠰᡝ
šusiha, ᡧᡠᠰᡳᡥᠠ
guigu, ᡤᡠᡳᡤᡠ
gungge, ᡤᡠᠩᡤᡝ
fufun, ᡶᡠᡶᡠᠨ
gūnin, ᡤᡡᠨᡳᠨ
giohoto, ᡤᡳᠣᡥᠣᡨᠣ
suiha, ᠰᡠᡳᡥᠠ
fungku, ᡶᡠᠩᡴᡠ
gida, ᡤᡳᡩᠠ
gūlha, ᡤᡡᠯᡥᠠ
foson, ᡶᠣᠰᠣᠨ
meihetu, ᠮᡝᡳᡥᡝᡨᡠ
giyamun, ᡤᡳᠶᠠᠮᡠᠨ
suihe, ᠰᡠᡳᡥᡝ
gung, ᡤᡠᠩ
dambagu, ᡩᠠᠮᠪᠠᡤᡠ
enggemu, ᡝᠩᡤᡝᠮᡠ
wan, ᠸᠠᠨ
suman, ᠰᡠᠮᠠᠨ
hadala, ᡥᠠᡩᠠᠯᠠ
solon, ᠰᠣᠯᠣᠨ
gurung, ᡤᡠᡵᡠᠩ
bulehen, ᠪᡠᠯᡝᡥᡝᠨ
ulhi, ᡠᠯᡥᡳ
harsa, ᡥᠠᡵᠰᠠ
lunggu, ᠯᡠᠩᡤᡠ
mafuta, ᠮᠠᡶᡠᡨᠠ
kuwecihe, ᡴᡠᠸᡝᠴᡳᡥᡝ
aihū, ᠠᡳᡥᡡ
kūca, ᡴᡡᠴᠠ
jolo, ᠵᠣᠯᠣ
gūca, ᡤᡡᠴᠠ
fiya, ᡶᡳᠶᠠ
fulha, ᡶᡠᠯᡥᠠ
miyahū, ᠮᡳᠶᠠᡥᡡ
yamjishūn, ᠶᠠᠮᠵᡳᠰᡥᡡᠨ
fu, ᡶᡠ
fajan, ᡶᠠᠵᠠᠨ
kurume, ᡴᡠᡵᡠᠮᡝ
bojiri ilha, ᠪᠣᠵᡳᡵᡳ ᡳᠯᡥᠠ
sile, ᠰᡳᠯᡝ
jucun, ᠵᡠᠴᡠᠨ
cuse moo, ᠴᡠᠰᡝ ᠮᠣᠣ
nimalan, ᠨᡳᠮᠠᠯᠠᠨ
mailasun, ᠮᠠᡳᠯᠠᠰᡠᠨ
sithen, ᠰᡳᡨᡥᡝᠨ
hoseri, ᡥᠣᠰᡝᡵᡳ
jyli, ᡷᠶᠯᡳ
giyangsu, ᡤᡳᠶᠠᠩᠰᡠ
hūbe, ᡥᡡᠪᡝ
hūnan, ᡥᡡᠨᠠᠨ
holo, ᡥᠣᠯᠣ
jun gar, ᠵᡠᠨ ᡤᠠᡵ
cahar, ᠴᠠᡥᠠᡵ
korcin, ᡴᠣᡵᠴᡳᠨ
nuheci, ᠨᡠᡥᡝᠴᡳ
kalka, ᡴᠠᠯᡴᠠ
nibcu, ᠨᡳᠪᠴᡠ
fioha, ᡶᡳᠣᡥᠠ
huhu noor, ᡥᡠᡥᡠ ᠨᠣᠣᡵ
urumci, ᡠᡵᡠᠮᠴᡳ
ili, ᡳᠯᡳ
hithen, ᡥᡳᡨᡥᡝᠨ
šu ilha, ᡧᡠ ᡳᠯᡥᠠ
aiha, ᠠᡳᡥᠠ
aiha šušu, ᠠᡳᡥᠠ ᡧᡠᡧᡠ
kirsa, ᡴᡳᡵᠰᠠ
ujirhi, ᡠᠵᡳᡵᡥᡳ
silun, ᠰᡳᠯᡠᠨ
onon, ᠣᠨᠣᠨ
elbihe, ᡝᠯᠪᡳᡥᡝ
malahi, ᠮᠠᠯᠠᡥᡳ
injaha, ᡳᠨᠵᠠᡥᠠ
sirhacin, ᠰᡳᡵᡥᠠᠴᡳᠨ
tebku, ᡨᡝᠪᡴᡠ
jeren, ᠵᡝᡵᡝᠨ
adun, ᠠᡩᡠᠨ
muhan, ᠮᡠᡥᠠᠨ
biren, ᠪᡳᡵᡝᠨ
kubun, ᡴᡠᠪᡠᠨ
tarbahi, ᡨᠠᡵᠪᠠᡥᡳ
ilimbi, ᡳᠯᡳᠮᠪᡳ
aisin, ᠠᡳᠰᡳᠨ
dergi abka, ᡩ᠋ᡝ᠋ᡵᡤᡳ ᠠᠪᡴᠠ
niohon abka, ᠨᡳᠣᡥᠣᠨ ᠠᠪᡴᠠ
genggiyen abka, ᡤᡝᠩᡤᡳᠶᡝᠨ ᠠᠪᡴᠠ
ulden, ᡠᠯᡩᡝ᠋ᠨ
gersi fersi, ᡤᡝᡵᠰᡳ ᡶᡝᡵᠰᡳ
miyoocan, ᠮᡳᠶᠣᠣᠴᠠᠨ
hami, ᡥᠠᠮᡳ
turfan, ᡨᡠᡵᡶᠠᠨ
ak᠋su, ᠠᡴ᠋ᠰᡠ
leli, ᠯᡝᠯᡳ
hinggan, ᡥᡳᠩᡤᠠᠨ
jušen, ᠵᡠᡧᡝᠨ
tumen ula, ᡨᡠᠮᡝᠨ ᡠᠯᠠ
nurgaci, ᠨᡠᡵᡤᠠᠴᡳ
hong taiji, ᡥᠣᠩ ᡨᠠᡳᠵᡳ
tolgin, ᡨᠣᠯᡤᡳᠨ
mentu, ᠮᡝᠨᡨᡠ
umudu, ᡠᠮᡠᡩᡠ
mersen, ᠮᡝᡵᠰᡝᠨ
wakšan, ᠸᠠᡴᡧᠠᠨ
hailan, ᡥᠠᡳᠯᠠᠨ
halan, ᡥᠠᠯᠠᠨ
gecen gecembi, ᡤᡝᠴᡝᠨ ᡤᡝᠴᡝᠮᠪᡳ
gecen, ᡤᡝᠴᡝᠨ
bula sogi, ᠪᡠᠯᠠ ᠰᠣᡤᡳ
bulukan šeri, ᠪᡠᠯᡠᡴᠠᠨ ᡧᡝᡵᡳ
hailan boo, ᡥᠠᡳᠯᠠᠨ ᠪᠣᠣ
bula, ᠪᡠᠯᠠ
buyen, ᠪᡠᠶᡝᠨ
fiktu, ᡶᡳᡴᡨᡠ
fili, ᡶᡳᠯᡳ
langtu, ᠯᠠᠩᡨᡠ
yargiyan, ᠶᠠᡵᡤᡳᠶᠠᠨ
yamun, ᠶᠠᠮᡠᠨ
erdeni, ᡝᡵᡩᡝᠨᡳ
dzai tiyan, ᡯᠠᡳ ᡨᡳᠶᠠᠨ
girucun, ᡤᡳᡵᡠᠴᡠᠨ
golmin hecen, ᡤᠣᠯᠮᡳᠨ ᡥᡝᠴᡝᠨ
goroki, ᡤᠣᡵᠣᡴᡳ
mabu, ᠮᠠᠪᡠ
karmani, ᡴᠠᡵᠮᠠᠨᡳ
girin, ᡤᡳᡵᡳᠨ
tamambi, ᡨᠠᠮᠠᠮᠪᡳ
dukai enduri, ᡩᡠᡴᠠᡳ ᡝᠨᡩᡠᡵᡳ
